Sample in Buffer,Sample in Window,TRIGGER,i_system_wrapper/wifi_dsn_i/dbg_sic_fir_q[14:0],u_ila_0_dbg_sic_fir_q[15:15],i_system_wrapper/wifi_dsn_i/dbg_sic_auto_corr[25:0],i_system_wrapper/wifi_dsn_i/dbg_sic_ch_est_i[31:0],i_system_wrapper/wifi_dsn_i/dbg_sic_lts_th[15:0],i_system_wrapper/wifi_dsn_i/dbg_sic_memory_out_q[14:0],u_ila_0_dbg_sic_memory_out_q[15:15],i_system_wrapper/wifi_dsn_i/dbg_sic_lts_corr[31:0],i_system_wrapper/wifi_dsn_i/dbg_sic_fir_i[14:0],u_ila_0_dbg_sic_fir_i[15:15],i_system_wrapper/wifi_dsn_i/dbg_sic_auto_th[25:0],i_system_wrapper/wifi_dsn_i/tx_wave_bram_0_tx_ram_addr[10:0],i_system_wrapper/wifi_dsn_i/mux_1_dout[15:0],i_system_wrapper/wifi_dsn_i/wlan_fd_32b_0_cancel_i_out[15:0],i_system_wrapper/wifi_dsn_i/dbg_sic_memory_out_i[14:0],u_ila_0_dbg_sic_memory_out_i[15:15],i_system_wrapper/wifi_dsn_i/dbg_sic_eng_th[13:0],i_system_wrapper/wifi_dsn_i/fifo_generator_idata_rx_dout[15:0],i_system_wrapper/wifi_dsn_i/fifo_generator_qdata_rx_dout[15:0],i_system_wrapper/wifi_dsn_i/mux_0_dout[15:0],i_system_wrapper/wifi_dsn_i/wlan_fd_32b_0_cancel_q_out[15:0],i_system_wrapper/wifi_dsn_i/dbg_rx_din_sel[1:0],i_system_wrapper/wifi_dsn_i/dbg_sic_ch_est_q[31:0],i_system_wrapper/wifi_dsn_i/dbg_sic_eng14[13:0],i_system_wrapper/wifi_dsn_i/tx_wave_bram_0/dbg_en_out[0:0],i_system_wrapper/wifi_dsn_i/tx_wave_bram_0/inst/tx_ram_wr_en[0:0],i_system_wrapper/wifi_dsn_i/dbg_ch_est,i_system_wrapper/wifi_dsn_i/dbg_ch_est_done,i_system_wrapper/wifi_dsn_i/dbg_sic_cancel,i_system_wrapper/wifi_dsn_i/dbg_sic_ch_est_valid,i_system_wrapper/wifi_dsn_i/dbg_sic_det_ofdm,u_ila_0_dbg_sic_lts_sync_1,u_ila_0_dbg_sic_lts_sync,i_system_wrapper/wifi_dsn_i/dbg_sic_lts_timeout,i_system_wrapper/wifi_dsn_i/dbg_tx_running_1,i_system_wrapper/wifi_dsn_i/full_2,i_system_wrapper/wifi_dsn_i/full_3,i_system_wrapper/wifi_dsn_i/gxc_wtx_0_tx_dout_valid_free,i_system_wrapper/wifi_dsn_i/mux_1b_0_dout,i_system_wrapper/wifi_dsn_i/mux_wr_en_dout,u_ila_0_tx_wave_bram_0_tx_ram_sel
109,109,0,0000,0,0000000,000b19bf,1f40,7fd0,1,00000290,0000,0,0000000,000,0,ffb0,7fb0,1,0001,112,32,0,ffd0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
110,110,0,0000,0,0000000,000b19bf,1f40,7fd0,1,00000290,0000,0,0000000,000,0,ffb0,7fb0,1,0001,112,32,0,ffd0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
111,111,0,0000,0,0000000,000b19bf,1f40,7fd0,1,00000290,0000,0,0000000,000,0,ffb0,7fb0,1,0001,112,32,0,ffd0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
112,112,0,0000,0,0000000,000b19bf,1f40,0040,0,00000290,0000,0,0000000,000,0,ffb0,0090,0,0001,112,32,0,ffd0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
113,113,0,0000,0,0000000,000b19bf,1f40,0040,0,000000a0,0000,0,0000000,000,0,ffb0,0090,0,0001,112,32,0,ffd0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
114,114,0,0000,0,0000000,000b19bf,1f40,0040,0,000000a0,0000,0,0000000,000,0,0090,0090,0,0001,112,32,0,0040,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
115,115,0,0000,0,0000000,000b19bf,1f40,0040,0,000000a0,0000,0,0000000,000,0,0090,0090,0,0001,112,32,0,0040,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
116,116,0,0000,0,0000000,000b19bf,1f40,0040,0,000000a0,0000,0,0000000,000,0,0090,0090,0,0001,112,32,0,0040,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
117,117,0,0000,0,0000000,000b19bf,1f40,0040,0,000000a0,0000,0,0000000,000,0,0090,0090,0,0001,-16,32,0,0040,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
118,118,0,0000,0,0000000,000b19bf,1f40,0040,0,000000a0,0000,0,0000000,000,0,0090,0090,0,0001,-16,32,0,0040,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
119,119,0,0000,0,0000000,000b19bf,1f40,0040,0,000000a0,0000,0,0000000,000,0,0090,0090,0,0001,-16,32,0,0040,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
120,120,0,0000,0,0000000,000b19bf,1f40,7fb0,1,000000a0,0000,0,0000000,000,0,0090,7ff0,1,0001,-16,32,0,0040,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
121,121,0,0000,0,0000000,000b19bf,1f40,7fb0,1,00000304,0000,0,0000000,000,0,0090,7ff0,1,0001,-16,32,0,0040,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
122,122,0,0000,0,0000000,000b19bf,1f40,7fb0,1,00000304,0000,0,0000000,000,0,fff0,7ff0,1,0001,-16,32,0,ffb0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
123,123,0,0000,0,0000000,000b19bf,1f40,7fb0,1,00000304,0000,0,0000000,000,0,fff0,7ff0,1,0001,-16,32,0,ffb0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
124,124,0,0000,0,0000000,000b19bf,1f40,7fb0,1,00000304,0000,0,0000000,000,0,fff0,7ff0,1,0001,-16,32,0,ffb0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
125,125,0,0000,0,0000000,000b19bf,1f40,7fb0,1,00000304,0000,0,0000000,000,0,fff0,7ff0,1,0001,-128,-48,0,ffb0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
126,126,0,0000,0,0000000,000b19bf,1f40,7fb0,1,00000304,0000,0,0000000,000,0,fff0,7ff0,1,0001,-128,-48,0,ffb0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
127,127,0,0000,0,0000000,000b19bf,1f40,7fb0,1,00000304,0000,0,0000000,000,0,fff0,7ff0,1,0001,-128,-48,0,ffb0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
128,128,0,0000,0,0000000,000b19bf,1f40,0050,0,00000304,0000,0,0000000,000,0,fff0,7fa0,1,0001,-128,-48,0,ffb0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
129,129,0,0000,0,0000000,000b19bf,1f40,0050,0,000002a4,0000,0,0000000,000,0,fff0,7fa0,1,0001,-128,-48,0,ffb0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
130,130,0,0000,0,0000000,000b19bf,1f40,0050,0,000002a4,0000,0,0000000,000,0,ffa0,7fa0,1,0001,-128,-48,0,0050,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
131,131,0,0000,0,0000000,000b19bf,1f40,0050,0,000002a4,0000,0,0000000,000,0,ffa0,7fa0,1,0001,-128,-48,0,0050,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
132,132,0,0000,0,0000000,000b19bf,1f40,0050,0,000002a4,0000,0,0000000,000,0,ffa0,7fa0,1,0001,-128,-48,0,0050,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
133,133,0,0000,0,0000000,000b19bf,1f40,0050,0,000002a4,0000,0,0000000,000,0,ffa0,7fa0,1,0001,256,48,0,0050,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
134,134,0,0000,0,0000000,000b19bf,1f40,0050,0,000002a4,0000,0,0000000,000,0,ffa0,7fa0,1,0001,256,48,0,0050,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
135,135,0,0000,0,0000000,000b19bf,1f40,0050,0,000002a4,0000,0,0000000,000,0,ffa0,7fa0,1,0001,256,48,0,0050,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
136,136,0,0000,0,0000000,000b19bf,1f40,7f80,1,000002a4,0000,0,0000000,000,0,ffa0,0090,0,0001,256,48,0,0050,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
137,137,0,0000,0,0000000,000b19bf,1f40,7f80,1,000001f4,0000,0,0000000,000,0,ffa0,0090,0,0001,256,48,0,0050,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
138,138,0,0000,0,0000000,000b19bf,1f40,7f80,1,000001f4,0000,0,0000000,000,0,0090,0090,0,0001,256,48,0,ff80,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
139,139,0,0000,0,0000000,000b19bf,1f40,7f80,1,000001f4,0000,0,0000000,000,0,0090,0090,0,0001,256,48,0,ff80,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
140,140,0,0000,0,0000000,000b19bf,1f40,7f80,1,000001f4,0000,0,0000000,000,0,0090,0090,0,0001,256,48,0,ff80,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
141,141,0,0000,0,0000000,000b19bf,1f40,7f80,1,000001f4,0000,0,0000000,000,0,0090,0090,0,0001,-272,0,0,ff80,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
142,142,0,0000,0,0000000,000b19bf,1f40,7f80,1,000001f4,0000,0,0000000,000,0,0090,0090,0,0001,-272,0,0,ff80,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
143,143,0,0000,0,0000000,000b19bf,1f40,7f80,1,000001f4,0000,0,0000000,000,0,0090,0090,0,0001,-272,0,0,ff80,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
144,144,0,0000,0,0000000,000b19bf,1f40,0080,0,000001f4,0000,0,0000000,000,0,0090,7fb0,1,0001,-272,0,0,ff80,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
145,145,0,0000,0,0000000,000b19bf,1f40,0080,0,000000d0,0000,0,0000000,000,0,0090,7fb0,1,0001,-272,0,0,ff80,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
146,146,0,0000,0,0000000,000b19bf,1f40,0080,0,000000d0,0000,0,0000000,000,0,ffb0,7fb0,1,0001,-272,0,0,0080,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
147,147,0,0000,0,0000000,000b19bf,1f40,0080,0,000000d0,0000,0,0000000,000,0,ffb0,7fb0,1,0001,-272,0,0,0080,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
148,148,0,0000,0,0000000,000b19bf,1f40,0080,0,000000d0,0000,0,0000000,000,0,ffb0,7fb0,1,0001,-272,0,0,0080,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
149,149,0,0000,0,0000000,000b19bf,1f40,0080,0,000000d0,0000,0,0000000,000,0,ffb0,7fb0,1,0001,176,16,0,0080,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
150,150,0,0000,0,0000000,000b19bf,1f40,0080,0,000000d0,0000,0,0000000,000,0,ffb0,7fb0,1,0001,176,16,0,0080,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
151,151,0,0000,0,0000000,000b19bf,1f40,0080,0,000000d0,0000,0,0000000,000,0,ffb0,7fb0,1,0001,176,16,0,0080,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
152,152,0,0000,0,0000000,000b19bf,1f40,7fe0,1,000000d0,0000,0,0000000,000,0,ffb0,0020,0,0001,176,16,0,0080,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
153,153,0,0000,0,0000000,000b19bf,1f40,7fe0,1,00000280,0000,0,0000000,000,0,ffb0,0020,0,0001,176,16,0,0080,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
154,154,0,0000,0,0000000,000b19bf,1f40,7fe0,1,00000280,0000,0,0000000,000,0,0020,0020,0,0001,176,16,0,ffe0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
155,155,0,0000,0,0000000,000b19bf,1f40,7fe0,1,00000280,0000,0,0000000,000,0,0020,0020,0,0001,176,16,0,ffe0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
156,156,0,0000,0,0000000,000b19bf,1f40,7fe0,1,00000280,0000,0,0000000,000,0,0020,0020,0,0001,176,16,0,ffe0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
157,157,0,0000,0,0000000,000b19bf,1f40,7fe0,1,00000280,0000,0,0000000,000,0,0020,0020,0,0001,-64,0,0,ffe0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
158,158,0,0000,0,0000000,000b19bf,1f40,7fe0,1,00000280,0000,0,0000000,000,0,0020,0020,0,0001,-64,0,0,ffe0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
159,159,0,0000,0,0000000,000b19bf,1f40,7fe0,1,00000280,0000,0,0000000,000,0,0020,0020,0,0001,-64,0,0,ffe0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
160,160,0,0000,0,0000000,000b19bf,1f40,0020,0,00000280,0000,0,0000000,000,0,0020,7fd0,1,0001,-64,0,0,ffe0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
161,161,0,0000,0,0000000,000b19bf,1f40,0020,0,00000548,0000,0,0000000,000,0,0020,7fd0,1,0001,-64,0,0,ffe0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
162,162,0,0000,0,0000000,000b19bf,1f40,0020,0,00000548,0000,0,0000000,000,0,ffd0,7fd0,1,0001,-64,0,0,0020,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
163,163,0,0000,0,0000000,000b19bf,1f40,0020,0,00000548,0000,0,0000000,000,0,ffd0,7fd0,1,0001,-64,0,0,0020,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
164,164,0,0000,0,0000000,000b19bf,1f40,0020,0,00000548,0000,0,0000000,000,0,ffd0,7fd0,1,0001,-64,0,0,0020,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
165,165,0,0000,0,0000000,000b19bf,1f40,0020,0,00000548,0000,0,0000000,000,0,ffd0,7fd0,1,0001,32,-48,0,0020,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
166,166,0,0000,0,0000000,000b19bf,1f40,0020,0,00000548,0000,0,0000000,000,0,ffd0,7fd0,1,0001,32,-48,0,0020,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
167,167,0,0000,0,0000000,000b19bf,1f40,0020,0,00000548,0000,0,0000000,000,0,ffd0,7fd0,1,0001,32,-48,0,0020,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
168,168,0,0000,0,0000000,000b19bf,1f40,7fe0,1,00000548,0000,0,0000000,000,0,ffd0,0080,0,0001,32,-48,0,0020,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
169,169,0,0000,0,0000000,000b19bf,1f40,7fe0,1,00000104,0000,0,0000000,000,0,ffd0,0080,0,0001,32,-48,0,0020,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
170,170,0,0000,0,0000000,000b19bf,1f40,7fe0,1,00000104,0000,0,0000000,000,0,0080,0080,0,0001,32,-48,0,ffe0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
171,171,0,0000,0,0000000,000b19bf,1f40,7fe0,1,00000104,0000,0,0000000,000,0,0080,0080,0,0001,32,-48,0,ffe0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
172,172,0,0000,0,0000000,000b19bf,1f40,7fe0,1,00000104,0000,0,0000000,000,0,0080,0080,0,0001,32,-48,0,ffe0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
173,173,0,0000,0,0000000,000b19bf,1f40,7fe0,1,00000104,0000,0,0000000,000,0,0080,0080,0,0001,-16,48,0,ffe0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
174,174,0,0000,0,0000000,000b19bf,1f40,7fe0,1,00000104,0000,0,0000000,000,0,0080,0080,0,0001,-16,48,0,ffe0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
175,175,0,0000,0,0000000,000b19bf,1f40,7fe0,1,00000104,0000,0,0000000,000,0,0080,0080,0,0001,-16,48,0,ffe0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
176,176,0,0000,0,0000000,000b19bf,1f40,0020,0,00000104,0000,0,0000000,000,0,0080,7f40,1,0001,-16,48,0,ffe0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
177,177,0,0000,0,0000000,000b19bf,1f40,0020,0,00000154,0000,0,0000000,000,0,0080,7f40,1,0001,-16,48,0,ffe0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
178,178,0,0000,0,0000000,000b19bf,1f40,0020,0,00000154,0000,0,0000000,000,0,ff40,7f40,1,0001,-16,48,0,0020,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
179,179,0,0000,0,0000000,000b19bf,1f40,0020,0,00000154,0000,0,0000000,000,0,ff40,7f40,1,0001,-16,48,0,0020,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
180,180,0,0000,0,0000000,000b19bf,1f40,0020,0,00000154,0000,0,0000000,000,0,ff40,7f40,1,0001,-16,48,0,0020,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
181,181,0,0000,0,0000000,000b19bf,1f40,0020,0,00000154,0000,0,0000000,000,0,ff40,7f40,1,0001,64,0,0,0020,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
182,182,0,0000,0,0000000,000b19bf,1f40,0020,0,00000154,0000,0,0000000,000,0,ff40,7f40,1,0001,64,0,0,0020,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
183,183,0,0000,0,0000000,000b19bf,1f40,0020,0,00000154,0000,0,0000000,000,0,ff40,7f40,1,0001,64,0,0,0020,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
184,184,0,0000,0,0000000,000b19bf,1f40,7fc0,1,00000154,0000,0,0000000,000,0,ff40,0110,0,0001,64,0,0,0020,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
185,185,0,0000,0,0000000,000b19bf,1f40,7fc0,1,00000064,0000,0,0000000,000,0,ff40,0110,0,0001,64,0,0,0020,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
186,186,0,0000,0,0000000,000b19bf,1f40,7fc0,1,00000064,0000,0,0000000,000,0,0110,0110,0,0001,64,0,0,ffc0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
187,187,0,0000,0,0000000,000b19bf,1f40,7fc0,1,00000064,0000,0,0000000,000,0,0110,0110,0,0001,64,0,0,ffc0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
188,188,0,0000,0,0000000,000b19bf,1f40,7fc0,1,00000064,0000,0,0000000,000,0,0110,0110,0,0001,64,0,0,ffc0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
189,189,0,0000,0,0000000,000b19bf,1f40,7fc0,1,00000064,0000,0,0000000,000,0,0110,0110,0,0001,-80,0,0,ffc0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
190,190,0,0000,0,0000000,000b19bf,1f40,7fc0,1,00000064,0000,0,0000000,000,0,0110,0110,0,0001,-80,0,0,ffc0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
191,191,0,0000,0,0000000,000b19bf,1f40,7fc0,1,00000064,0000,0,0000000,000,0,0110,0110,0,0001,-80,0,0,ffc0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
192,192,0,0000,0,0000000,000b19bf,1f40,7fd0,1,00000064,0000,0,0000000,000,0,0110,7ef0,1,0001,-80,0,0,ffc0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
193,193,0,0000,0,0000000,000b19bf,1f40,7fd0,1,00000124,0000,0,0000000,000,0,0110,7ef0,1,0001,-80,0,0,ffc0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
194,194,0,0000,0,0000000,000b19bf,1f40,7fd0,1,00000124,0000,0,0000000,000,0,fef0,7ef0,1,0001,-80,0,0,ffd0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
195,195,0,0000,0,0000000,000b19bf,1f40,7fd0,1,00000124,0000,0,0000000,000,0,fef0,7ef0,1,0001,-80,0,0,ffd0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
196,196,0,0000,0,0000000,000b19bf,1f40,7fd0,1,00000124,0000,0,0000000,000,0,fef0,7ef0,1,0001,-80,0,0,ffd0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
197,197,0,0000,0,0000000,000b19bf,1f40,7fd0,1,00000124,0000,0,0000000,000,0,fef0,7ef0,1,0001,48,-32,0,ffd0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
198,198,0,0000,0,0000000,000b19bf,1f40,7fd0,1,00000124,0000,0,0000000,000,0,fef0,7ef0,1,0001,48,-32,0,ffd0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
199,199,0,0000,0,0000000,000b19bf,1f40,7fd0,1,00000124,0000,0,0000000,000,0,fef0,7ef0,1,0001,48,-32,0,ffd0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
200,200,0,0000,0,0000000,000b19bf,1f40,0060,0,00000124,0000,0,0000000,000,0,fef0,00e0,0,0001,48,-32,0,ffd0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
201,201,0,0000,0,0000000,000b19bf,1f40,0060,0,00000024,0000,0,0000000,000,0,fef0,00e0,0,0001,48,-32,0,ffd0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
202,202,0,0000,0,0000000,000b19bf,1f40,0060,0,00000024,0000,0,0000000,000,0,00e0,00e0,0,0001,48,-32,0,0060,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
203,203,0,0000,0,0000000,000b19bf,1f40,0060,0,00000024,0000,0,0000000,000,0,00e0,00e0,0,0001,48,-32,0,0060,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
204,204,0,0000,0,0000000,000b19bf,1f40,0060,0,00000024,0000,0,0000000,000,0,00e0,00e0,0,0001,48,-32,0,0060,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
205,205,0,0000,0,0000000,000b19bf,1f40,0060,0,00000024,0000,0,0000000,000,0,00e0,00e0,0,0001,-80,48,0,0060,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
206,206,0,0000,0,0000000,000b19bf,1f40,0060,0,00000024,0000,0,0000000,000,0,00e0,00e0,0,0001,-80,48,0,0060,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
207,207,0,0000,0,0000000,000b19bf,1f40,0060,0,00000024,0000,0,0000000,000,0,00e0,00e0,0,0001,-80,48,0,0060,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
208,208,0,0000,0,0000000,000b19bf,1f40,7fe0,1,00000024,0000,0,0000000,000,0,00e0,7f70,1,0001,-80,48,0,0060,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
209,209,0,0000,0,0000000,000b19bf,1f40,7fe0,1,00000088,0000,0,0000000,000,0,00e0,7f70,1,0001,-80,48,0,0060,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
210,210,0,0000,0,0000000,000b19bf,1f40,7fe0,1,00000088,0000,0,0000000,000,0,ff70,7f70,1,0001,-80,48,0,ffe0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
211,211,0,0000,0,0000000,000b19bf,1f40,7fe0,1,00000088,0000,0,0000000,000,0,ff70,7f70,1,0001,-80,48,0,ffe0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
212,212,0,0000,0,0000000,000b19bf,1f40,7fe0,1,00000088,0000,0,0000000,000,0,ff70,7f70,1,0001,-80,48,0,ffe0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
213,213,0,0000,0,0000000,000b19bf,1f40,7fe0,1,00000088,0000,0,0000000,000,0,ff70,7f70,1,0001,64,-64,0,ffe0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
214,214,0,0000,0,0000000,000b19bf,1f40,7fe0,1,00000088,0000,0,0000000,000,0,ff70,7f70,1,0001,64,-64,0,ffe0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
215,215,0,0000,0,0000000,000b19bf,1f40,7fe0,1,00000088,0000,0,0000000,000,0,ff70,7f70,1,0001,64,-64,0,ffe0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
216,216,0,0000,0,0000000,000b19bf,1f40,0000,0,00000088,0000,0,0000000,000,0,ff70,0030,0,0001,64,-64,0,ffe0,2,0008770d,0000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
